name,lng,lat
Kantor Disperindag,112.7375577,-7.2567214
30,112.7972495,-7.2729949
32,112.7681843,-7.2666095
34,112.7767113,-7.2899719
35,112.781364,-7.2950376
38,112.7583674,-7.2887016
41,112.7562752,-7.2733882
42,112.7672433,-7.2799074
47,112.7756498,-7.2888408
49,112.7620943,-7.3028476
50,112.7823425,-7.2574412





