name,lng,lat
Kantor Disperindag,112.7375577,-7.2567214
1,112.6995937,-7.2745974
8,112.6717107,-7.3081903
9,112.6943764,-7.2849713
10,112.6641996,-7.3070132
12,112.66231,-7.30319
13,112.6910732,-7.2845824
18,112.7233141,-7.2917865


