name,lng,lat
Kantor Disperindag,112.7375577,-7.2567214
0,112.7151389,-7.2451494
51,112.7313828,-7.222991
52,112.7203379,-7.2324445
53,112.7239461,-7.2328784
55,112.739811,-7.2425163
56,112.7395377,-7.2250887
57,112.725757,-7.23130259999999
58,112.7325731,-7.2353957
64,112.7209209,-7.248139







