name,lng,lat
Kantor Disperindag,112.7375577,-7.2567214
19,112.7495672,-7.3032507
28,112.7454335,-7.3183038
36,112.7852516,-7.3220312
40,112.7724551,-7.3347277
43,112.7583035,-7.3303102
44,112.7687558,-7.3294263
45,112.794236,-7.3257237
46,112.7676965,-7.3085772
48,112.7695239,-7.3010048




