name,lng,lat
Kantor Disperindag,112.7375577,-7.2567214
31,112.7647547,-7.2500806
33,112.7917681,-7.2515382
39,112.773882,-7.258583
59,112.7822485,-7.2183075
62,112.7741745,-7.2468807
66,112.7445142,-7.2559519
67,112.7480319,-7.2451439
68,112.7573433,-7.2417335



